,name,summary
12,Book of Numbers,"God orders Moses, in the wilderness of Sinai, to number those able to bear arms and to appoint princes over each tribe. 603,550 Israelites are found to be fit for military service. Miriam and Aaron insult Moses at Hazeroth, which angers God; Miriam is punished with leprosy and is shut out of camp for seven days. The Israelites blame Moses for the lack of water. Moses is ordered by God to speak to a rock but disobeys, and is punished by the announcement that he shall not enter Canaan. The children of Israel murmur against Moses and Aaron on account of the death of Korah's men and are stricken with the plague, with 14,700 perishing. The Levites are again appointed to help in the keeping of the Tabernacle. The land east of the Jordan is divided among the tribes of Reuben, Gad, and the half-tribe of Manasseh. Moses orders the Israelites to massacre the people of Midian. The boundaries of the land are spelled out to be divided under the supervision of Eleazar, Joshua, and twelve princes. The daughters of Zelophehad, their father having no sons, are to share in the allotment. The Reubenites and the Gadites request Moses to assign them the land eastof the Jordan. Moses grants their request after they promise to help with the conquest of theLand west of theJordan. The Land is divided by lot, with the daughters of the father of one of the Reubenite princes to share the allotments. A new census gives the total number of males from twenty years and upward as 601,730. The number of the Levites from a month old and upward is 23,000. The Lord orders a second census, in which the tribe of Levi is exempted from military service and therefore not included in the census totals. The people of Israel are bitten by Fiery flying serpents for speaking against God and Moses, and a brazen serpent is made to ward off these serpent. The God-fearing Israelites set out for Moab, on Canaan's western border, on the plains of Moab. They are told that the land is abundant and is ""flowing with milk and honey""; the other spies say that it is inhabited by giants, and they refuse to enter the land. Moses recalls the stations at which the. Israelites halted during their years' wander during their forty years of wander."
13,Book of Ruth,"During the Judges, an Israelite family from Bethlehem emigrate to the nearby country of Moab. Elimelech dies, and the sons marry two Moabite women: Mahlon marries Ruth and Chilion marries Orpah. The two sons of Naomi then die themselves. Naomi tells her daughters-in-law to return to their own mothers, and remarry. However, Ruth says, ""Entreat me not to leave you, or to turn back from following you"" (Ruth 1:16–17 NKJV) Boaz and Ruth get married and have a son named Obed (who by Levirate customs is also considered a son or heir to Elimeslech, and thus Naomi). In the genealogy which concludes the story, it is pointed out that Obed is the father of Jesse, and Thus the grandfather of David. This also places Ruth among David's ancestors. (R Ruth 4:7–18) Boz and Ruth have a child named Obing. (Obed is the grandfather to Jesse and thus David) (Ezekiel 16:8) (N.B. The phrase ""spread your cloak"" was a woman's way of asking for marriage. For a man to spread his cloak over a woman showed acquisition of that woman. For Ruth to ""uncover the feet"" of the sleeping Boaz, Ruth does so; Boaz awakes and asks,""Who are you?"" Ruth identifies herself, then asks Boaz to spread her cloak over her. The next morning, Boaz discusses the issue with the other male relative, Ploni Almoni (""so-and-so"") before the town elders. The other relative is unwilling to jeopardize the inheritance of his own estate by marrying Ruth, and so relinquishes his right of redemption. They transfer the property and redeem it by the nearer kinsman taking off his sandal and handing it over to Boaz. (Boaz 4:6–7) (NKJV) (Runk 4:8-9) (KJV) Ruth and Boaz get married. (KV: 4:9-10) ( NK: 9-10). (Kv: 10-11) (J:11-12) (kv: 11-13) ( Kv: 13-14) (kj: 14-15) ( kv: 15-16) (j:15-17) (qv: 17-18) (kk: 18-19)"
14,Book of Esther,"Ahasuerus, ruler of a massive Persian empire, holds a lavish party, initially for his court and dignitaries and afterwards for all inhabitants of the capital city Shushan. He orders the queen Vashti to display her beauty before the guests, but she refuses. Worried all women will learn from this, he removes her as queen and has a royal decree sent across the empire that men should be the ruler of their households. One of these is the orphan Esther, whose Jewish name is Hadassah. She finds favor in the king's eyes, and is made his new queen. Esther does not reveal that she is Jewish and that Haman is planning to exterminate her people, including her. The previous decree against the Jews cannot be annulled, but the king allows the Jews to defend themselves during attacks on 13 Adar. As a result, five hundred attackers and Haman's ten sons are killed in ShUSHan, followed by a Jewish slaughter of seventy-five thousand Persians, although they took no plunder. Ahasueru remains very powerful and continues with his prominent position in the court, with Mordechai assuming a prominent position with his position in his court, and continues to rule with a prominent role. The story ends on the 13th of the month of Adar, when everyone in the empire is free to massacre the Jews and despoil their property, and the Jews are massacred by Haman and his friends. The book was first published in 7th century BC by Boudicca and is now considered one of the most important works of ancient Persian literature. It is also known as the ""Book of the Kings"" and ""The Book of the Lost Kings"" by H.A. Ghandi and H. A. Hellyer. It was written by Terence Moore and published by Macmillan & Co. in 18th century. The novel is about the downfall of the Persian king and his prime minister, Haman. The plot involves the assassination of the king and the death of the prime minister's son and heir to the throne, the son of Haman, Mordecai, and his son-in-law, the king, Ahasurus. It also tells the story of the birth of the first woman to rule the Persian Empire, the first Persian queen, and how she became a mother to Esther, the daughter of Ahaserus and the mother of the next king, Qutb."
15,Book of Job,"The book of Job tells the story of an extremely righteous man named Job, who is very prosperous and has seven sons and three daughters. Constantly fearing that his sons may have sinned and ""cursed God in their hearts"", he habitually offers burnt offerings as a pardon for their sins. The ""sons of God"" and Satan (literally ""the Adversary"") present themselves to God, and God asks Satan his opinion on Job. Satan answers that Job is pious only because God has put a ""wall around"" him and ""blessed"" his favourite servant with prosperity, but if God were to stretch out his hand and strike everything that Job had, then he would surely curse God. God gives Satan permission to test Job's righteousness. All Job's possessions are destroyed: 500 yoke of oxen and 500 donkeys carried off by Sabeans; 7,000 sheep burned up by 'The fire of God which fell from the sky'; 3,000 camels stolen by the Chaldeans; and the house of the firstborn destroyed by a mighty wind, killing Job's ten children. Still Job does not curse God, but instead shaves his head, tears his clothes, and says, ""Naked I came out of my mother's womb, and naked shall I return: Lord has given, and Lord has taken away; blessed be the name of Lord"" The story ends with Job restored to health, with a new family and twice as much livestock, and Job's wife prompts him to ""curse God"" But Job answers, ""You speak as one of the foolish speaks. Moreover, shall we receive good from God and shall not receive evil?"" Three friends of Job, Eliphaz the Temanite, Bildad the Shuhite and Zophar the Naamathite, come to console him. The friends spend seven days sitting on the ground with Job, without saying anything to him because they see that he is suffering and in much pain. Job at last breaks his silence and ""Curses the day he was born"" God responds saying that there are so many things Job doesnot know about how this world was formed or how nature works, that Job should consider God as being greater than the thunderstorm and strong enough to pull in the leviathan with a fish-hook. God then rebukes the three friends and says: ""I am angry with you... you have not spoken of me what is right"""
16,Book of Hosea,"Hosea was directed by God to marry a promiscuous woman of ill-repute, and he did so. Israel has been unfaithful to God by following other gods and breaking the commandments which are the terms of the covenant. Hosea and his wife, Gomer, have a son. The naming of this son was to stand as a prophecy against the reigning house of the Northern Kingdom, that they would pay for that bloodshed. Third, the couple have a daughter. God commands that she be named Lo-ruhamah; Unloved, or, Pity or Pitied On to show Israel that, although God will still have pity on the Southern Kingdom, God will no longer have pity for them. Fourth, a son is born to Gomer. The child bore this name of shame to show that the Northern. Kingdom would also be shamed, for its people would no longer be known as God's. People. God says that ""I am not your I am""; in other words, God changes His own name in connection with his current relationship with Israel. God will one day renew the covenant, and will take Israel back in love. God promises not entirely to give them entirely up, in part of which part of the prophet pleads for Israel's repentance. Chapter 13 foretells the destruction of the kingdom at the hands of Assyria, because there has been no repentance. In Chapter 14, the prophet urges Israel to seek forgiveness, and promises its restoration, while urging its fidelity to God. All the members of the upper classes and many ordinary people were taken and carried off as prisoners of war. Joseph, Mary, and the infant Jesus of Egypt, were taken to Egypt and returned to Israel of Egypt. The capital of the northern Kingdom, in 722 BC, in the capital of Jerusalem, was the city of Ephraim. The city was the birthplace of Jesus, and many of the ordinary people who were taken there to live as slaves. The people of the north were taken off as captives and carried away as war prisoners. This is where the story of the birth of Jesus and the return to Egypt of Joseph of Egypt of Mary of Egypt and the flight into Egypt of the infant Christ of Egypt is told. This story is possibly a marriage to different women * Chapters 4-14:9; Oracle judging Israel, EphRAim in particular, for not living up to the covenant of God. No further breakdown of ideas is clear in 4- 14:9."
17,Book of Jonah,"God calls Jonah to proclaim judgment to Nineveh, but Jonah resists and attempts to flee. God calls up a great storm at sea, and the ship's crew cast Jonah overboard in an attempt to appease God. A great sea creature sent by God, swallows Jonah. For three days and three nights Jonah languishes inside the fish's belly. He says a prayer in which he repents for his disobedience and thanks God for His mercy. After his rescue, Jonah obeys the call to prophesy against Nineveh and they repent and God forgives them. Ironically, the relentless God demonstrated in the first chapter becomes the merciful God in the last two chapters (see 3:10). In a parallel turnabout, Jonah becomes one of the most effective of all prophets, turning the entire population of Nineveh (about 120,000 people) to God. The book was written by H.P. Lovecraft and is published by Simon & Schuster at a cost of £16.99 per book. The first edition of the book was published in London in 1844. The second edition was published by Houghton Mifflin in 1847. The third edition was released in 1849. The fourth edition was printed in 1852. The last edition was issued in 1853. The fifth and sixth editions were published in 1854 and 1855. The sixth edition was also published in New York and Paris, but the final edition was not published in the United States until 1856. The seventh and eighth editions have been published in Paris and New York. The ninth and tenth editions were released in Jerusalem and Jerusalem, respectively, in 1856 and 1857. The eighth and ninth editions of the Bible have been released in London and Jerusalem. The tenth and final edition is published in Jerusalem in 1858 and 1859. The eleventh and final volume is entitled ""The Book of the Law"" and the tenth is called ""The Law and the Prophets"" The last two volumes are published in Egypt and Syria, and are titled ""The Story of Jonah"" and ""The Power and the Power of God"" The first two chapters are about Jonah's journey from Joppa to Tarshish, where he is rescued by a fish. In the second chapter, Jonah tells God that it would be better if he were dead. He then beseeches God to kill him, a request which is denied when God causes a tree to grow over him, giving him shade. The next day, when God sends a worm to eat the plant, withering it, and he tells God he would prefer to be dead."
18,Book of Micah,"Samaria and Jerusalem are given prominence as the foci of the prophet’s attention. Paronomasia is a literary device which 'plays' on the sound of each word for literary effect. Micah describes the destruction of the lesser towns of Judah (referring to the invasion of Judah by Sennacherib, 701&nbsp;BC. Despite their trials, God will not desert his people. Assyria will be stricken, and Israel's punishment will lead to the punishment of the nations. Israel's rulers are accused of gaining more wealth at the expense of the poor, by any means. Jerusalem's rulers believe that God will always be with them, but God will be with his people, and Jerusalem will be destroyed. Zion will be rebuilt, but by God, and based not on violence and corruption but on the desire to learn God's laws and live in peace. Although chapters 4:9-10 have said that there is ""no king in Zion"", these chapters predict a new military ruler will emerge from Bethlehem, the traditional home of the Davidic monarchy, to restore the security of Israel. The city of Cheat is reprimanded for its dishonest trade practices, and declares that animals and humans should be burnt in the same way as the animals. The City of God is not necessary for God, but for justice and Kindness, and to Walk Humbly with God. The people of Judah accuse Israel of breaking the covenant through their lack of honesty, after the pattern of the kings of Israel (northern kingdom) Micah speaks on behalf of the community asking what they should do in order to get back on God's good side. The first city is condemned as a Cheat, and the city is then reprimanded by Micah. The second city is also reprimanded, and it is declared that the offering of animals is not needed for God's love, but that it is better to offer the animals to God in the form of a sacrifice. This is the first time that a city has been condemned for its trade practices. This may have been practiced in Judah under Kings Ahaz and Manasseh, which may have occurred in the time of Ahaz. The cities of Judah are condemned for their idolatry and the abuse of thepoor, and they are told to ‘roll yourselves in the dust’ 1:14. The inhabitants of Beth-le-aphrah (“house of dust”) are told, ‘Roll yourselves in. the dust.” 1:15."
19,Book of Haggai,"Haggai's message is filled with an urgency for the people to proceed with the rebuilding of the second Jerusalem temple. Haggai attributes a recent drought to the peoples' refusal to rebuild the temple, which he sees as key to Jerusalem’s glory. The book ends with the prediction of the downfall of kingdoms, with one Zerubbabel, governor of Judah, as the Lord's chosen leader. The language here is not as finely wrought as in some other books of the minor prophets, yet the intent seems straightforward. It was written in the first century BC, and is one of the oldest books in the Bible. It is written in Aramaic, which is the language of the ancient Israelites, and was written after the fall of the Babylonian Empire in the second century. It has been translated into English by several different authors, including Samuel Johnson, who wrote the first edition of the Bible, as well as the second edition, which was published in the 17th century and is published by Simon & Schuster. The first edition was written by Samuel Johnson and published in 1776, and the second by Simon and Schuster, who published it in 1799 and 1799. The third edition has been published by Macmillan, which has published the third edition in the 18th century."
20,Crash,"The story is told through the eyes of narrator James Ballard, named after the author himself. It centers on the sinister figure of Dr. Robert Vaughan, a “former TV-scientist, turned nightmare angel of the expressways” Ballard meets Vaughan after being involved in a car accident himself near London Airport. Gathering around Vaughan is a group of alienated people, all of them former crash-victims, who follow him in his pursuit to re-enact the crashes of celebrities, and experience what the narrator calls ""a new sexuality, born from a perverse technology"" Vaughan’s ultimate fantasy is to die in a head-on collision with movie star Elizabeth Taylor. The book is published by Bloomsbury, priced £16.99. It is available in hardback and e-book, and is available to pre-order now for £12.99 with free Kindle shipping. For more information on the book and to order your copy, visit: www.bloomesbury.co.uk/the-book/The-Book-By-James-Ballard-For-The-Author-And-For The Author-and-Forgotten-By The Author, or call 08457 90 90 90 or visit: http://www.justgiving.com/TheBookByJamesBallard for more information. For the Kindle version of the book, go to www.justjamesballard.com/. For the paperback version, visit http:// www.amazon.co/thebookby-James Ballard For The Writer-For the Author-And For The Author and for the Kindle Version, click here."
21,Children of Dune,"Nine years after Emperor Paul Muad'dib walked into the desert, blind, the ecological transformation of Dune has reached the point where some Fremen are living without stillsuits. The Imperial high council has lost the political initiative and is powerless to control the Jihad. Leto II and Ghanima, sharing his prescience, have concluded that their guardian Alia has succumbed to possession by one of her ancestors. They (and Alia) also realize that the terraforming of Dunes will kill all the sandworms, thus destroying the source of the spice. The twins anticipate and survive the Corrino assassination plot. The seemingly immortal and omnipotent Leto is left as Emperor of the Known Universe, with Gahnima at his side. The Preacher and Leto return to the capital to confront Alia who has the Preacher murdered, revealing his true identity. He confronts Alia and offers to help her overcome her possession but she is overwhelmed by her ancestral personae and elects to commit suicide. Farad'n seizes power from his regent mother and allies with the Bene Gesserit, who promise to marry him and support his bid for coronation as Emperor. He escapes his captors and sacrifices his humanity in pursuit of the Golden Path. This requires him to physically fuse with a school of sandtrout, gaining superhuman strength and near-invulnerability. Duncan Idaho returns to Arrakis and provokes Stilgar into killing him. With StilGar's neutrality now untenable, he seizes Ghanimah and flees. Alia recaptures Ghanime and arranges her marriage to Farad’n, planning to exploit the expected chaos when Ghanimo kills him to avenge her brother’s murder. Duncan and Jessica flee to Salusa Secundus where Jessica begins to mentor the CorRino heir Farad'sn. He enlists in his service and delivers control of the Cor Rino armies. FarAd'n enlists to deliver control of his service to Lady Jessica, who finds no signs of abomination in the twins. She plans with them to thwart Alia's plotting to thwart the twins and find a way to thwart her plotting. She discovers that her daughter has been possessed by the persona of her grandfather Baron Vladimir Harkonnen, who she calls ""The Preacher"" A new religious figure called ""Thepreacher"" has risen in the desert. Some Fremen believe he is Paul Atreides."
